source_dataset,split_role,item_id,image_id_ext,image,result,label,ratio,consensus_band,item_total_images,item_disputed_images,item_low_consensus_images,class_samples,class_median_ratio,class_disputed_share,class_low_consensus_share
train_df,train_pool,1309768750548,14469771678,http://labelimages.avito.ru/14469771678.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1309748000387,14470511794,http://labelimages.avito.ru/14470511794.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1309801500801,14474594943,http://labelimages.avito.ru/14474594943.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1310213751512,14482759980,http://labelimages.avito.ru/14482759980.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1310216250032,14487680553,http://labelimages.avito.ru/14487680553.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1310233750222,14487855106,http://labelimages.avito.ru/14487855106.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1370610000487,14488315388,http://labelimages.avito.ru/14488315388.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1310244750045,14488322845,http://labelimages.avito.ru/14488322845.jpg,18,не могу дать ответ / не ясно,0.666667,low,2,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1297419500153,14488547631,http://labelimages.avito.ru/14488547631.jpg,18,не могу дать ответ / не ясно,0.666667,low,2,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1310335250016,14492185878,http://labelimages.avito.ru/14492185878.jpg,18,не могу дать ответ / не ясно,0.666667,low,6,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1309942000341,14515889797,http://labelimages.avito.ru/14515889797.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1312000000955,14543628268,http://labelimages.avito.ru/14543628268.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1312947000455,14568610583,http://labelimages.avito.ru/14568610583.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1312988500166,14568658901,http://labelimages.avito.ru/14568658901.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1314597251137,14610040650,http://labelimages.avito.ru/14610040650.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1309282750129,14758397600,http://labelimages.avito.ru/14758397600.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1345356000052,14899807620,http://labelimages.avito.ru/14899807620.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1184074250891,14968692097,http://labelimages.avito.ru/14968692097.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1337655000242,14989934483,http://labelimages.avito.ru/14989934483.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1360597750105,15068292039,http://labelimages.avito.ru/15068292039.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1348980502506,15103849259,http://labelimages.avito.ru/15103849259.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1304728501438,15132825514,http://labelimages.avito.ru/15132825514.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1340886500677,15176691729,http://labelimages.avito.ru/15176691729.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1370823000524,15216711691,http://labelimages.avito.ru/15216711691.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347859500929,15240313595,http://labelimages.avito.ru/15240313595.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1344157503513,15248952400,http://labelimages.avito.ru/15248952400.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1344810251203,15265931407,http://labelimages.avito.ru/15265931407.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1348858501008,15273367512,http://labelimages.avito.ru/15273367512.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1345242001364,15275595207,http://labelimages.avito.ru/15275595207.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1345239503173,15276307171,http://labelimages.avito.ru/15276307171.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1345656002432,15285048093,http://labelimages.avito.ru/15285048093.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1345754250046,15286744224,http://labelimages.avito.ru/15286744224.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1293394250130,15300190789,http://labelimages.avito.ru/15300190789.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1346866001924,15309728130,http://labelimages.avito.ru/15309728130.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347270251162,15317422275,http://labelimages.avito.ru/15317422275.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347423503767,15321624662,http://labelimages.avito.ru/15321624662.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347549250362,15325673512,http://labelimages.avito.ru/15325673512.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1346981752395,15325881721,http://labelimages.avito.ru/15325881721.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347751750294,15326261766,http://labelimages.avito.ru/15326261766.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347741250026,15327876835,http://labelimages.avito.ru/15327876835.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347808004139,15330692489,http://labelimages.avito.ru/15330692489.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1348006251937,15331115087,http://labelimages.avito.ru/15331115087.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1329819501040,15342485446,http://labelimages.avito.ru/15342485446.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1331684751343,15353346943,http://labelimages.avito.ru/15353346943.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1348855002682,15356576695,http://labelimages.avito.ru/15356576695.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1346819000699,15358649832,http://labelimages.avito.ru/15358649832.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1367083500432,15360534922,http://labelimages.avito.ru/15360534922.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1349013750518,15361747132,http://labelimages.avito.ru/15361747132.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347217504192,15369681334,http://labelimages.avito.ru/15369681334.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1343549752715,15378947274,http://labelimages.avito.ru/15378947274.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347855501936,15402904814,http://labelimages.avito.ru/15402904814.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1351636502227,15417852228,http://labelimages.avito.ru/15417852228.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1349329500522,15424284704,http://labelimages.avito.ru/15424284704.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1349377002596,15438346180,http://labelimages.avito.ru/15438346180.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1352638750351,15441717560,http://labelimages.avito.ru/15441717560.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1306988750786,15448246666,http://labelimages.avito.ru/15448246666.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1353431752037,15460138685,http://labelimages.avito.ru/15460138685.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1354056750811,15472712461,http://labelimages.avito.ru/15472712461.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1293216000353,15481082332,http://labelimages.avito.ru/15481082332.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347320502891,15485597953,http://labelimages.avito.ru/15485597953.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1354720000160,15490082203,http://labelimages.avito.ru/15490082203.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1301899750128,15493646968,http://labelimages.avito.ru/15493646968.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1354928252239,15493805101,http://labelimages.avito.ru/15493805101.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1355028252600,15499153244,http://labelimages.avito.ru/15499153244.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1361705502197,15501017558,http://labelimages.avito.ru/15501017558.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1298955250899,15503226660,http://labelimages.avito.ru/15503226660.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1355189000440,15504411848,http://labelimages.avito.ru/15504411848.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1356313250161,15504701469,http://labelimages.avito.ru/15504701469.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1354596750388,15507179019,http://labelimages.avito.ru/15507179019.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1299267500265,15507519045,http://labelimages.avito.ru/15507519045.jpg,18,не могу дать ответ / не ясно,0.666667,low,2,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1348855504400,15509221607,http://labelimages.avito.ru/15509221607.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1299535500030,15509434217,http://labelimages.avito.ru/15509434217.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1353725750183,15510228901,http://labelimages.avito.ru/15510228901.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1343693250066,15510501141,http://labelimages.avito.ru/15510501141.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1352241251531,15510847236,http://labelimages.avito.ru/15510847236.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1354292250362,15513325006,http://labelimages.avito.ru/15513325006.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1365391250331,15514524140,http://labelimages.avito.ru/15514524140.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1344213251090,15516789245,http://labelimages.avito.ru/15516789245.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1347217750308,15518495683,http://labelimages.avito.ru/15518495683.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1348347500072,15531902405,http://labelimages.avito.ru/15531902405.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1355480251128,15533080060,http://labelimages.avito.ru/15533080060.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1339643002695,15541052231,http://labelimages.avito.ru/15541052231.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1357309250474,15552119741,http://labelimages.avito.ru/15552119741.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1274653001195,15554803743,http://labelimages.avito.ru/15554803743.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1340266750261,15557791099,http://labelimages.avito.ru/15557791099.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1355253250081,15558069946,http://labelimages.avito.ru/15558069946.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1355477500343,15563958831,http://labelimages.avito.ru/15563958831.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1370287503283,15567701777,http://labelimages.avito.ru/15567701777.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1274788250413,15571469361,http://labelimages.avito.ru/15571469361.jpg,18,не могу дать ответ / не ясно,0.666667,low,2,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1355730250805,15582424800,http://labelimages.avito.ru/15582424800.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1358653750055,15585110707,http://labelimages.avito.ru/15585110707.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1349687000176,15605473905,http://labelimages.avito.ru/15605473905.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1359498000972,15607426051,http://labelimages.avito.ru/15607426051.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1359585750755,15608308489,http://labelimages.avito.ru/15608308489.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1360082751286,15624746541,http://labelimages.avito.ru/15624746541.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1356538502116,15631224346,http://labelimages.avito.ru/15631224346.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1360537000413,15633289917,http://labelimages.avito.ru/15633289917.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1360648250194,15636533968,http://labelimages.avito.ru/15636533968.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1306148250187,15639643241,http://labelimages.avito.ru/15639643241.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1361551250948,15653230670,http://labelimages.avito.ru/15653230670.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1354534001729,15667396780,http://labelimages.avito.ru/15667396780.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1362165255021,15667745560,http://labelimages.avito.ru/15667745560.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1362213504877,15670301765,http://labelimages.avito.ru/15670301765.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1362594750662,15679822092,http://labelimages.avito.ru/15679822092.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1366080751157,15689568854,http://labelimages.avito.ru/15689568854.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1362876750802,15690274008,http://labelimages.avito.ru/15690274008.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1363730750324,15712742619,http://labelimages.avito.ru/15712742619.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1363816250110,15716886694,http://labelimages.avito.ru/15716886694.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1364047250145,15724011482,http://labelimages.avito.ru/15724011482.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1364099750019,15724330330,http://labelimages.avito.ru/15724330330.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1364398000505,15732839049,http://labelimages.avito.ru/15732839049.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1364828750325,15742188057,http://labelimages.avito.ru/15742188057.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1367609504849,15744522261,http://labelimages.avito.ru/15744522261.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1365354752335,15751698143,http://labelimages.avito.ru/15751698143.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1365455251469,15755219591,http://labelimages.avito.ru/15755219591.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1298817751218,15765714184,http://labelimages.avito.ru/15765714184.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1366044001417,15772517673,http://labelimages.avito.ru/15772517673.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1366145502245,15774431011,http://labelimages.avito.ru/15774431011.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1366156500121,15776132521,http://labelimages.avito.ru/15776132521.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1355088001757,15784497903,http://labelimages.avito.ru/15784497903.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
train_df,train_pool,1366543250813,15787655229,http://labelimages.avito.ru/15787655229.jpg,18,не могу дать ответ / не ясно,0.666667,low,1,1,1,251,0.666667,0.733068,0.733068
